ubigeo_departamento,ubigeo_provincia,ubigeo_distrito,departamento,provincia,distrito,pct_actas,actas_contabilizadas,total_actas,votos_emitidos,votos_validos,votos_blancos,votos_nulos,partido_keiko,candidato_keiko,votos_keiko,pct_keiko,partido_roberto,candidato_roberto,votos_roberto,pct_roberto,ganador,margen
050000,050400,050414,AYACUCHO,LA MAR,NINABAMBA,100,6,6,1186,1124,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,302,26.868,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,822,73.132,Roberto Sanchez,46.2640
050000,050400,050411,AYACUCHO,LA MAR,ORONCCOY,100,5,5,382,359,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,26,7.242,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,333,92.758,Roberto Sanchez,85.5160
050000,050400,050413,AYACUCHO,LA MAR,PATIBAMBA,100,5,5,986,925,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,245,26.486,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,680,73.514,Roberto Sanchez,47.0280
050000,050400,050415,AYACUCHO,LA MAR,RÍO MAGDALENA,100,5,5,879,817,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,154,18.849,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,663,81.151,Roberto Sanchez,62.3020
050000,050400,050409,AYACUCHO,LA MAR,SAMUGARI,100,22,22,3581,3376,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,590,17.476,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2786,82.524,Roberto Sanchez,65.0480
050000,050400,050401,AYACUCHO,LA MAR,SAN MIGUEL,100,26,26,4308,3996,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,732,18.318,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,3264,81.682,Roberto Sanchez,63.3640
050000,050400,050408,AYACUCHO,LA MAR,SANTA ROSA,100,32,32,5829,5588,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1022,18.289,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,4566,81.711,Roberto Sanchez,63.4220
050000,050400,050406,AYACUCHO,LA MAR,TAMBO,100,32,32,5884,5510,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,819,14.864,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,4691,85.136,Roberto Sanchez,70.2720
050000,050400,050412,AYACUCHO,LA MAR,UNIÓN PROGRESO,100,7,7,1261,1202,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,222,18.469,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,980,81.531,Roberto Sanchez,63.0620
050000,050500,050502,AYACUCHO,LUCANAS,AUCARA,100,11,11,988,920,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,281,30.543,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,639,69.457,Roberto Sanchez,38.9140
050000,050500,050503,AYACUCHO,LUCANAS,CABANA,100,4,4,602,573,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,173,30.192,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,400,69.808,Roberto Sanchez,39.6160
050000,050500,050504,AYACUCHO,LUCANAS,CARMEN SALCEDO,100,4,4,598,578,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,89,15.398,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,489,84.602,Roberto Sanchez,69.2040
050000,050500,050506,AYACUCHO,LUCANAS,CHAVIÑA,100,7,7,1058,986,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,138,13.996,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,848,86.004,Roberto Sanchez,72.0080
050000,050500,050508,AYACUCHO,LUCANAS,CHIPAO,100,9,9,1262,1163,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,262,22.528,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,901,77.472,Roberto Sanchez,54.9440
050000,050500,050510,AYACUCHO,LUCANAS,HUAC-HUAS,100,7,7,1156,1119,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,233,20.822,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,886,79.178,Roberto Sanchez,58.3560
050000,050500,050511,AYACUCHO,LUCANAS,LARAMATE,100,5,5,730,676,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,287,42.456,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,389,57.544,Roberto Sanchez,15.0880
050000,050500,050512,AYACUCHO,LUCANAS,LEONCIO PRADO,100,5,5,579,554,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,198,35.74,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,356,64.26,Roberto Sanchez,28.5200
050000,050500,050514,AYACUCHO,LUCANAS,LLAUTA,100,4,4,757,730,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,307,42.055,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,423,57.945,Roberto Sanchez,15.8900
050000,050500,050513,AYACUCHO,LUCANAS,LUCANAS,100,8,8,1491,1389,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,206,14.831,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1183,85.169,Roberto Sanchez,70.3380
050000,050500,050516,AYACUCHO,LUCANAS,OCAÑA,100,8,8,1216,1144,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,386,33.741,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,758,66.259,Roberto Sanchez,32.5180
050000,050500,050517,AYACUCHO,LUCANAS,OTOCA,100,5,5,756,718,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,243,33.844,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,475,66.156,Roberto Sanchez,32.3120
050000,050500,050501,AYACUCHO,LUCANAS,PUQUIO,100,36,36,6750,6456,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1141,17.673,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,5315,82.327,Roberto Sanchez,64.6540
050000,050500,050529,AYACUCHO,LUCANAS,SAISA,100,2,2,227,219,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,45,20.548,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,174,79.452,Roberto Sanchez,58.9040
050000,050500,050520,AYACUCHO,LUCANAS,SANCOS,100,12,12,1488,1415,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,440,31.095,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,975,68.905,Roberto Sanchez,37.8100
050000,050500,050532,AYACUCHO,LUCANAS,SAN CRISTÓBAL,100,6,6,865,821,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,54,6.577,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,767,93.423,Roberto Sanchez,86.8460
050000,050500,050521,AYACUCHO,LUCANAS,SAN JUAN,100,3,3,435,420,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,84,20,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,336,80,Roberto Sanchez,60.0000
050000,050500,050522,AYACUCHO,LUCANAS,SAN PEDRO,100,10,10,1441,1335,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,240,17.978,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1095,82.022,Roberto Sanchez,64.0440
050000,050500,050531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,100,5,5,557,505,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,117,23.168,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,388,76.832,Roberto Sanchez,53.6640
050000,050500,050524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,100,2,2,289,268,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,101,37.687,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,167,62.313,Roberto Sanchez,24.6260
050000,050500,050525,AYACUCHO,LUCANAS,SANTA LUCÍA,100,5,5,476,450,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,146,32.444,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,304,67.556,Roberto Sanchez,35.1120
050000,050600,050605,AYACUCHO,PARINACOCHAS,CHUMPI,100,7,7,1204,1157,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,189,16.335,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,968,83.665,Roberto Sanchez,67.3300
050000,050600,050601,AYACUCHO,PARINACOCHAS,CORACORA,100,31,31,5651,5363,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,672,12.53,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,4691,87.47,Roberto Sanchez,74.9400
050000,050600,050604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,100,4,4,373,347,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,46,13.256,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,301,86.744,Roberto Sanchez,73.4880
050000,050600,050608,AYACUCHO,PARINACOCHAS,PACAPAUSA,100,3,3,346,325,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,53,16.308,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,272,83.692,Roberto Sanchez,67.3840
050000,050600,050611,AYACUCHO,PARINACOCHAS,PULLO,100,14,14,1889,1828,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,354,19.365,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1474,80.635,Roberto Sanchez,61.2700
050000,050600,050612,AYACUCHO,PARINACOCHAS,PUYUSCA,100,7,7,1117,1024,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,263,25.684,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,761,74.316,Roberto Sanchez,48.6320
050000,050600,050615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RIVACAYCO,100,4,4,325,314,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,57,18.153,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,257,81.847,Roberto Sanchez,63.6940
050000,050600,050616,AYACUCHO,PARINACOCHAS,UPAHUACHO,100,7,7,569,536,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,56,10.448,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,480,89.552,Roberto Sanchez,79.1040
050000,051000,051002,AYACUCHO,PÁUCAR DEL SARA SARA,COLTA,100,3,3,428,412,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,54,13.107,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,358,86.893,Roberto Sanchez,73.7860
050000,051000,051003,AYACUCHO,PÁUCAR DEL SARA SARA,CORCULLA,100,2,2,196,189,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,66,34.921,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,123,65.079,Roberto Sanchez,30.1580
050000,051000,051004,AYACUCHO,PÁUCAR DEL SARA SARA,LAMPA,100,7,7,1077,1036,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,215,20.753,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,821,79.247,Roberto Sanchez,58.4940
050000,051000,051005,AYACUCHO,PÁUCAR DEL SARA SARA,MARCABAMBA,100,2,2,317,297,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,79,26.599,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,218,73.401,Roberto Sanchez,46.8020
050000,051000,051006,AYACUCHO,PÁUCAR DEL SARA SARA,OYOLO,100,4,4,496,476,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,54,11.345,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,422,88.655,Roberto Sanchez,77.3100
050000,051000,051007,AYACUCHO,PÁUCAR DEL SARA SARA,PARARCA,100,2,2,245,227,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,59,25.991,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,168,74.009,Roberto Sanchez,48.0180
050000,051000,051001,AYACUCHO,PÁUCAR DEL SARA SARA,PAUSA,100,8,8,1468,1388,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,365,26.297,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1023,73.703,Roberto Sanchez,47.4060
050000,051000,051008,AYACUCHO,PÁUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,100,3,3,278,267,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,72,26.966,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,195,73.034,Roberto Sanchez,46.0680
050000,051000,051009,AYACUCHO,PÁUCAR DEL SARA SARA,SAN JOSÉ DE USHUA,100,1,1,101,100,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,28,28,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,72,72,Roberto Sanchez,44.0000
050000,051000,051010,AYACUCHO,PÁUCAR DEL SARA SARA,SARA SARA,100,2,2,297,286,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,65,22.727,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,221,77.273,Roberto Sanchez,54.5460
050000,051100,051102,AYACUCHO,SUCRE,BELÉN,100,1,1,117,111,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,11,9.91,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,100,90.09,Roberto Sanchez,80.1800
050000,051100,051103,AYACUCHO,SUCRE,CHALCOS,100,2,2,241,231,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,51,22.078,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,180,77.922,Roberto Sanchez,55.8440
050000,051100,051110,AYACUCHO,SUCRE,CHILCAYOC,100,3,3,394,378,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,97,25.661,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,281,74.339,Roberto Sanchez,48.6780
050000,051100,051109,AYACUCHO,SUCRE,HUACAÑA,100,2,2,217,200,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,70,35,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,130,65,Roberto Sanchez,30.0000
050000,051100,051111,AYACUCHO,SUCRE,MORCOLLA,100,5,5,602,568,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,128,22.535,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,440,77.465,Roberto Sanchez,54.9300
050000,051100,051105,AYACUCHO,SUCRE,PAICO,100,3,3,347,329,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,84,25.532,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,245,74.468,Roberto Sanchez,48.9360
050000,051100,051101,AYACUCHO,SUCRE,QUEROBAMBA,100,8,8,1198,1133,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,213,18.8,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,920,81.2,Roberto Sanchez,62.4000
050000,051100,051107,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,100,3,3,450,430,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,67,15.581,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,363,84.419,Roberto Sanchez,68.8380
050000,051100,051104,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,100,4,4,560,525,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,44,8.381,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,481,91.619,Roberto Sanchez,83.2380
050000,051100,051106,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,100,3,3,311,297,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,56,18.855,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,241,81.145,Roberto Sanchez,62.2900
050000,051100,051108,AYACUCHO,SUCRE,SORAS,100,3,3,492,464,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,99,21.336,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,365,78.664,Roberto Sanchez,57.3280
050000,050700,050702,AYACUCHO,VÍCTOR FAJARDO,ALCAMENCA,100,7,7,997,946,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,92,9.725,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,854,90.275,Roberto Sanchez,80.5500
050000,050700,050703,AYACUCHO,VÍCTOR FAJARDO,APONGO,100,3,3,335,314,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,53,16.879,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,261,83.121,Roberto Sanchez,66.2420
050000,050700,050715,AYACUCHO,VÍCTOR FAJARDO,ASQUIPATA,100,2,2,173,157,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,32,20.382,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,125,79.618,Roberto Sanchez,59.2360
050000,050700,050704,AYACUCHO,VÍCTOR FAJARDO,CANARIA,100,10,10,1314,1240,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,191,15.403,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1049,84.597,Roberto Sanchez,69.1940
050000,050700,050706,AYACUCHO,VÍCTOR FAJARDO,CAYARA,100,5,5,672,630,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,58,9.206,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,572,90.794,Roberto Sanchez,81.5880
050000,050700,050707,AYACUCHO,VÍCTOR FAJARDO,COLCA,100,6,6,808,773,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,133,17.206,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,640,82.794,Roberto Sanchez,65.5880
050000,050700,050708,AYACUCHO,VÍCTOR FAJARDO,HUALLA,100,8,8,1058,1002,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,93,9.281,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,909,90.719,Roberto Sanchez,81.4380
050000,050700,050709,AYACUCHO,VÍCTOR FAJARDO,HUAMANQUIQUIA,100,4,4,582,557,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,71,12.747,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,486,87.253,Roberto Sanchez,74.5060
050000,050700,050701,AYACUCHO,VÍCTOR FAJARDO,HUANCAPI,100,6,6,1061,1006,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,69,6.859,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,937,93.141,Roberto Sanchez,86.2820
050000,050700,050710,AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,100,8,8,923,873,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,158,18.099,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,715,81.901,Roberto Sanchez,63.8020
050000,050700,050713,AYACUCHO,VÍCTOR FAJARDO,SARHUA,100,10,10,1327,1274,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,57,4.474,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1217,95.526,Roberto Sanchez,91.0520
050000,050700,050714,AYACUCHO,VÍCTOR FAJARDO,VILCANCHOS,100,11,11,1227,1159,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,123,10.613,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1036,89.387,Roberto Sanchez,78.7740
050000,050900,050903,AYACUCHO,VILCAS HUAMÁN,ACCOMARCA,100,5,5,678,655,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,79,12.061,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,576,87.939,Roberto Sanchez,75.8780
050000,050900,050904,AYACUCHO,VILCAS HUAMÁN,CARHUANCA,100,4,4,525,477,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,105,22.013,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,372,77.987,Roberto Sanchez,55.9740
050000,050900,050905,AYACUCHO,VILCAS HUAMÁN,CONCEPCIÓN,100,9,9,1128,1059,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,164,15.486,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,895,84.514,Roberto Sanchez,69.0280
050000,050900,050906,AYACUCHO,VILCAS HUAMÁN,HUAMBALPA,100,7,7,941,872,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,177,20.298,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,695,79.702,Roberto Sanchez,59.4040
050000,050900,050908,AYACUCHO,VILCAS HUAMÁN,INDEPENDENCIA,100,5,5,539,495,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,66,13.333,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,429,86.667,Roberto Sanchez,73.3340
050000,050900,050907,AYACUCHO,VILCAS HUAMÁN,SAURAMA,100,5,5,651,601,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,96,15.973,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,505,84.027,Roberto Sanchez,68.0540
050000,050900,050901,AYACUCHO,VILCAS HUAMÁN,VILCAS HUAMÁN,100,22,22,3817,3514,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,616,17.53,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2898,82.47,Roberto Sanchez,64.9400
050000,050900,050902,AYACUCHO,VILCAS HUAMÁN,VISCHONGO,100,15,15,2452,2297,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,331,14.41,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1966,85.59,Roberto Sanchez,71.1800
060000,060200,060202,CAJAMARCA,CAJABAMBA,CACHACHI,100,63,63,8050,7305,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,2445,33.47,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,4860,66.53,Roberto Sanchez,33.0600
060000,060200,060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,100,97,97,20460,18254,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,8283,45.376,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,9971,54.624,Roberto Sanchez,9.2480
060000,060200,060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,100,36,36,6510,5938,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,2308,38.868,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,3630,61.132,Roberto Sanchez,22.2640
060000,060200,060205,CAJAMARCA,CAJABAMBA,SITACOCHA,100,24,24,2890,2630,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1584,60.228,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1046,39.772,Keiko Fujimori,20.4560
060000,060100,060102,CAJAMARCA,CAJAMARCA,ASUNCIÓN,100,27,27,4223,3802,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,914,24.04,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,2888,75.96,Roberto Sanchez,51.9200
060000,060100,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,100,593,593,138277,127216,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,63203,49.682,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,64013,50.318,Roberto Sanchez,0.6360
060000,060100,060104,CAJAMARCA,CAJAMARCA,CHETILLA,100,13,13,2144,1932,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,352,18.219,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1580,81.781,Roberto Sanchez,63.5620
060000,060100,060103,CAJAMARCA,CAJAMARCA,COSPAN,100,22,22,3099,2809,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1041,37.059,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1768,62.941,Roberto Sanchez,25.8820
060000,060100,060105,CAJAMARCA,CAJAMARCA,ENCAÑADA,100,93,93,19361,17985,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,6181,34.368,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,11804,65.632,Roberto Sanchez,31.2640
060000,060100,060106,CAJAMARCA,CAJAMARCA,JESÚS,100,45,45,8953,7974,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,3563,44.683,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,4411,55.317,Roberto Sanchez,10.6340
060000,060100,060108,CAJAMARCA,CAJAMARCA,LLACANORA,100,17,17,4031,3735,,,FUERZA POPULAR,KEIKO SOFIA FUJIMORI HIGUCHI,1843,49.344,JUNTOS POR EL PERÚ,ROBERTO HELBERT SANCHEZ PALOMINO,1892,50.656,Roberto Sanchez,1.3120
